WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
sloughed	1	6	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	3
suppressed	1	8	Such large-scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .	28
pens	0	0	At a local elementary school this month , Kyle moved boxes crammed with pens , pencils , crayons , markers and mechanical pencils with his mom 's help .	13
jelly	0	0	Governor Chis Christie of New Jersey chomped down on a jelly doughnut and mocked his own weight on `` The Late Show with David Letterman . ''	10
island	0	0	With the Malaysian prime minister 's announcement Thursday that a wing fragment found on an Indian Ocean island belongs to the missing plane , the mystery has changed .	17
raised	0	0	`` I was raised on how to sell myself , which buttons to press , which phrases to drop , '' she added , until one day `` everything just shattered . ''	3
edges	0	0	Near its edges pack ice is composed of pieces loosely drifting on the water .	2
argues	0	0	The International Monetary Fund certainly thinks so , according to a new report in which it argues Greece should get help .	16
processes	1	3	Toyoda , who is credited with developing the car company 's efficient , low-defect manufacturing processes and who helped spearhead Toyota 's aggressive push into the U.S. auto market , died Tuesday .	15
endangered	1	4	They also help the endangered California red-legged frog .	4
blessing	1	4	But when the company that makes Addison Trail 's football helmets declined to give its blessing , school officials dropped the idea , fearing that using the Guardian could expose the district to legal liability .	15
noticed	0	0	MIAMI -- It was in early 2014 that federal officials and immigrant rights activists noticed a disturbing trend at the U.S. border with Mexico .	14
outsmart	1	7	`` We all like to think we can outsmart the system , but it never works out that way , '' Henderson said .	8
die	0	0	After all , snakebites affect 2.5 million people around the world annually , and 400,000 of those people suffer serious medical consequences -LRB- such as nerve damage or amputations -RRB- and 85,000 of them will die .	35
behavior	1	3	Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out , suspension or in a `` buddy room '' alone with a school staff member until he could calm down .	9
supposedly	1	5	Pierson , a 30-year Secret Service veteran , was named director only 18 months ago after a prostitution scandal and other problems suggested poor discipline and inadequate oversight in the supposedly elite force responsible for protecting the president , his family and visiting foreign leaders .	30
resided	0	0	A re-entry ticket involved painstaking inspections , with parents required to prove that not a single hitchhiker resided on a child 's head .	17
critics	0	0	But critics say those jobs do n't last .	1
include	0	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	8
nothing	0	0	ST. LOUIS -- High school agriculture programs sprouting across the nation 's Corn Belt are teaching teenagers , many of them in urban environments , that careers in the field often have nothing to do with cows and plows .	32
choice	0	0	`` If I had a choice , I would n't have ever talked about it , '' Christie said on Tuesday , confirming a news report that detailed his surgery nearly three months ago .	5
save	0	0	BERKELEY , Calif. -- To save their classmate who was deported to Mexico , the fourth-graders devised an epic plan .	5
shoulder	0	0	He pulled her close , placed a hand on her shoulder , and the two bopped back and forth in a two-step , laughing and giggling .	10
loss	0	0	In order to put the scale of seafood loss in the United States in perspective , consider what curbing it could mean for our collective diets .	8
triage	1	8	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	13
transplants	1	4	While kidney transplants between family members are not uncommon , this was likely the first one between players linked to both sides of one of the NFL 's fiercest rivalries .	2
artists	0	0	`` They are only as good as the tools they allow their artists to use . ''	12
personal	0	0	`` I have nothing anymore , nowhere to go , no apartment ... and all my documents and personal belongings were burned , '' Poludnitsina , 25 , said as she sat in a tent she shares with a family of four .	18
recruit	1	5	Home Depot is one of a number of companies that have stepped up their efforts to recruit U.S. military veterans , helping ex-service members such as Miranda who have struggled to find work and to adjust to life back home .	16
determine	1	3	New research by the team that coined the term attempts to determine how severely predatory fish populations have declined worldwide since the start of industrial fishing .	11
generated	0	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	32
resolutions	1	9	They petitioned the Berkeley City Council and school district , which passed resolutions supporting their cause .	12
dropped	0	0	But when the company that makes Addison Trail 's football helmets declined to give its blessing , school officials dropped the idea , fearing that using the Guardian could expose the district to legal liability .	19
fine-tuning	1	5	As Latino outreach director , Praeli spends her days at Clinton 's headquarters in Brooklyn poring over polling data , winning endorsements from Latino leaders and fine-tuning the campaign 's messages to reach the nation 's fastest-growing bloc of voters .	26
robots	0	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	7
communication	1	4	Even a minute miscalculation in its speed could have meant missing a safe landing , scientists had no control of steering the probe once it separated , and the operation relied on flawless communication between the two spacecraft , only one of which could send signals to Earth .	33
genres	1	8	`` And I never before heard Dr. King combine all those genres into one particular moment . ''	11
experienced	1	4	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	40
plant	0	0	Nowhere was this more painfully obvious than in Japan four years ago , after a small squadron of robots was sent to assist workers at the devastated Fukushima Daiichi nuclear plant .	30
example	0	0	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	30
survey	0	0	Every high school senior in Tech Connect has gone on to attend college -- a great feat , especially considering that 62 percent of adults in Cutler-Orosi do n't have a high school diploma , compared to 32 percent throughout Tulare County , according to a 2013 survey .	47
lifesaving	1	5	There are many similar designs for sale on the Internet , but Grayson 's products , which he currently makes himself at his home , hide some unique and potentially lifesaving items .	30
Flight	0	0	On Saturday , Asiana Flight 214 from Seoul , South Korea , crashed after touching down on Runway 28 , killing at least two passengers and injuring dozens of others .	4
lifetime	0	0	Kajencki , who 's 41 and is known to his students as `` Capt. K , '' said one reason he chose to become a high school math teacher was a commitment he made after West Point to a lifetime of service .	39
notice	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	28
house	0	0	The Mighty Makers line from K'nex , for example , includes a construction set in which two small female dolls get to build their dream house from the ground up .	25
disabling	1	6	She had collapsed , suffering a disabling emotional breakdown .	6
nose-wrinkling	1	7	KANSAS CITY , Mo. -- Hickman Mills school nutritionist Leah Schmidt has always loved solving that puzzle of serving up healthy meals that nose-wrinkling children actually will eat .	23
history	0	0	Tom Brady has been an NFL golden boy , with movie-star looks , a supermodel wife , four Super Bowl championship rings , and a regular-guy-makes-good back story -- he went from being a sixth-round draft pick to one of the greatest quarterbacks in league history .	45
big	0	0	Computer-animated films are big business : In most years , a handful rank among the top 10 U.S. box-office hits .	3
diaper	0	0	According to a report published Monday in the journal Pediatrics , diaper need -- the inability to afford to keep a child in clean diapers -- affects a `` substantial '' number of low-income Americans , with nearly 30 percent of mothers questioned in New Haven , Conn. , reporting that they did not have enough for their children .	11
funds	0	0	The mayor 's decision to home in on one of Chicago 's most intractable problems meant he made only passing reference to another : crumbling finances that have left the city 's credit rated as `` junk '' and its pension funds woefully unfunded .	41
cold	0	0	A new study on snakebite rates in Costa Rica has found that the bite rate shoots up during El Nino -- at both the hot and cold parts of the cycle -- and that the problem disproportionately affects poor , rural populations .	26
cyber	1	5	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	12
restrictive	1	6	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	34
making	0	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	44
said	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	31
shut	0	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	3
beige	1	3	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	37
fortunately	1	3	Fortunately for bargain hunters , there are also plenty of consumers who want the latest and greatest technology , requiring them to get rid of a still-valuable model from a year or two ago .	0
Ice	0	0	Ice was part of Aja Evans ' midsummer day 's dream too .	0
injustices	1	9	That universal truth is something that children seem to understand almost intuitively at a young age , but the path through which they develop a sense of what 's fair and what is n't -- and how they act on injustices -- is something that has been a puzzle for social scientists .	40
relax	0	0	The passenger in front of her wanted to relax with some knitting .	8
worst	0	0	`` In no uncertain terms , it 's been the worst winter on the lakes in 35 years .	10
foreign-born	1	6	An increase in Asian and Hispanic immigration also will drive U.S. population growth , with foreign-born residents expected to make up 18 percent of the country 's projected 441 million people in 50 years , the Pew Research Center said in a report being released Monday .	15
remaining	0	0	About 35,000 -- or nearly 10 percent of the remaining population -- are being slaughtered each year .	9
activists	1	5	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	18
immigrants	1	4	WASHINGTON -- In a major shift in immigration patterns over the next 50 years , Asians will have surged past Hispanics to become the largest group of immigrants heading to the United States , according to estimates in a new immigration study .	27
ideology	1	9	The problems Ryan identified had less to do with partisan gridlock between Republicans and Democrats and more to do with divisions within his own party stoked by difference over tactics and ideology .	31
flurry	1	5	And while animals do occasionally wander outside of their ranges , scientists are starting to believe that the recent flurry of movements between the Atlantic and Pacific ocean basins are early evidence of yet another consequence of climate change .	19
convening	1	7	ORLANDO , Fla. -- U.S. Attorney General Eric Holder , the nation 's first black to hold that post , urged NAACP members convening in Orlando on Tuesday to help overturn stand-your-ground laws that `` senselessly expand the concept of self-defense . ''	23
information	1	3	Ma and his colleagues at the Institute of Public and Environmental Affairs , a Beijing-based environmental group , have made that information available to millions of Chinese on their own computers and mobile devices .	21
rediscovering	1	9	So , too , is a movement among Native Americans across the nation to improve their health by rediscovering ancestral foods and connections to lands once lost .	18
rhinos	0	0	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	27
banks	0	0	Extending their protests into the workweek , Hong Kong democracy activists continued occupying major thoroughfares Monday , forcing the closure of some schools , banks and other businesses in the semi-autonomous Chinese territory .	24
unfazed	1	5	Onstage , the players are stone-faced and appear unfazed by the commotion around them .	8
necessary	0	0	`` We can re-create the Martians in a P-4 spacesuit lab , if necessary , '' the 67-year-old says matter-of-factly as he relaxes with his poodle , Darwin , in a luxury camper .	13
withstand	1	3	Most coral reefs in temperate climates can withstand temperatures only as high as 29 degrees Celsius -LRB- 84 degrees Fahrenheit -RRB- before they bleach -- a process in which corals expel their symbiotic algae living in their tissue , causing them to turn white and increasing their vulnerability to disease and death .	7
husbands	0	0	After work is over , many go home to breathe secondhand smoke created by husbands or other family members .	14
seat	0	0	She reclined her seat -- smacking Fine 's head and sparking an emotional explosion .	3
Command	0	0	The Special Operations Command began soliciting ideas for the suit this year from industry , academia and government labs , and has held two conferences where potential bidders , including Dowling 's company , Revision Military , demonstrated their products .	3
calls	0	0	For Chen , it leads to a lot of Skype calls in the middle of the night .	10
placebo	1	8	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	10
gym	0	0	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	11
grandsons	0	0	`` Want to know what my grandsons say about me ? ''	6
muscle	0	0	He seemed not to move a muscle until the jurors were taken out of the courtroom .	6
quarterbacks	1	4	STATE COLLEGE , Pa. -- At St. Paul 's Episcopal School in Mobile , Alabama , the high school that produced Crimson Tide quarterbacks AJ McCarron and Jake Coker , there 's a new preseason ritual for football players : the social media talk .	23
eighth-grader	0	0	Grayson Davey , an eighth-grader , spent most of his week off looking for employees .	4
affordable	1	3	Techniques ranging from whole genome sequencing to the ability to create artificial DNA labels that indicate points of origin are surprisingly affordable now , and have led to novel global collaborations and inventions .	21
operational	0	0	The attacks , U.S. authorities said , were aimed at ISIL targets in the vicinity of four Syrian cities -- Raqqa , in north-central Syria , considered to be the nerve center and operational base of the group ; Dair Elzur , southeast of Raqqa along the Euphrates River ; Hasakah , a provincial capital in northeast Syria ; and Abu Kamal , along the Iraqi border .	33
strut	1	3	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	8
disproportionately	1	9	A new study on snakebite rates in Costa Rica has found that the bite rate shoots up during El Nino -- at both the hot and cold parts of the cycle -- and that the problem disproportionately affects poor , rural populations .	36
tweet	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	42
procedural	0	0	Ryan won 236 votes Thursday , while Rep. Daniel Webster -LRB- R-Florida -RRB- , who won a following among staunch conservatives for his procedural reform agenda , received nine votes .	23
snow	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	22
impressive	1	7	The month-long pencil drive yielded an impressive haul : 3,790 writing tools .	6
newfound	1	5	So precious was that newfound freedom that on Nov. 24 he applied for asylum in the United States , joining a surge of Iraqis seeking asylum since the extremist Islamic State group 's rise .	4
knees	0	0	Turns out he did n't need healthy shoulders or knees for a college athletic scholarship .	9
celebrated	1	3	The latest installment of the PBS series `` In Performance at the White House '' celebrated the history of American music with performances by Queen Latifah , Smokey Robinson , Usher , Trombone Shorty and Esperanza Spalding , among others .	15
numbers	0	0	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	7
nurse	0	0	LOVELOCK , Nev. -- For years , school nurse Deborah Pontius came to work with nits to pick .	8
postponed	1	9	In response to the protests , Brazilian President Dilma Rousseff postponed a trip she had planned to Japan and called an emergency meeting Friday morning in Brasilia .	10
stronghold	1	5	The army is currently waging a major offensive against the extremist group in North Waziristan , a tribal region along the border with Afghanistan that has long been a militant stronghold .	30
beeline	1	6	He made a beeline for the Coach store , where he picked out three expensive handbags .	3
gangs	0	0	DALLAS -- Growing up in a North Dallas neighborhood plagued by drugs and gangs , Jordan Henderson envisioned just two options for his future : end up in jail -- or the graveyard .	13
commemorating	1	9	`` Spider-Man '' and `` Star Wars '' stamps vastly outsell those commemorating the Civil War , insects and spiders , and Pacific Coast lighthouses .	12
journey	0	0	It took the lander about seven hours to complete its journey toward the comet , which it had been circling for months .	10
spotted	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	34
politics	0	0	Twice as many Latinos will be eligible to vote next year as in 2000 , but Latinos tend to turn out at lower rates than other groups , in part because many young Latinos are n't engaged in politics .	38
plan	0	0	LOS ANGELES -- When Alisha Chen first got into real estate 10 years ago , she did n't really plan on becoming a gatekeeper for a global housing market .	19
carvings	0	0	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	79
blanketing	1	8	Raspberries -- the kind once blanketing North American forests -- cover a small patch of the farm .	5
sun-blasted	1	4	On this sun-blasted tract of sand 14 miles south of Baker , Calif. , molecular biologist and -LSB- entrepreneur -RSB- -LRB- https://www.newsela.com/?tag=entrepreneur -RRB- J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life .	2
underdog	1	3	`` We 've always had powerful female athletes , but we 've never had a story as dynamic as Misty 's , with that underdog mentality she has ... bucking up against all these traditional norms , showing men , women and kids that athletes come in all shapes and sizes . ''	24
contracting	1	5	Last week , 9-year-old Hally Yust died after contracting a rare brain-eating amoeba infection while swimming near her family 's home in Kansas .	8
Already	0	0	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	0
prohibit	1	3	California state courts already prohibit the striking of jurors based on sexual orientation .	4
expands	1	5	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	31
declines	0	0	Some other major youth groups also face revenue and membership declines , due in part to societal trends .	10
cholesterol	1	7	Addressing a health summit in Washington , the first lady said home-cooked meals have less fat , sodium , cholesterol and calories than meals prepared in restaurants -- and save money , too .	19
Freedom	0	0	All that 's needed to travel to the upper reaches of the building , also known as the `` Freedom Tower , '' is a 60-second ride in the Western Hemisphere 's fastest elevator system .	19
sustained	1	7	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	20
eradicate	1	9	The river is the site of the final battle in the long-running quest to eradicate the beaver-like rodents -LRB- `` nutria '' means `` otter '' in Spanish -RRB- that have destroyed thousands of acres of the state 's wetlands over the past 40 years .	14
swim	0	0	For the next 11 months , the mothers swim off to forage for days to provide food for themselves and milk for their progeny .	8
ag-related	1	5	Ag-minded students are in luck : Tens of thousands of jobs open up each year in the broader agriculture field , and roughly half are filled by college grads with actual ag-related degrees , observers say .	31
lunch	0	0	ROCK HILL , S.C. -- The convictions of nine South Carolina black men who integrated a whites-only lunch counter during the height of the civil rights movement were tossed out Wednesday during an emotional hearing before a packed courtroom .	17
phenomenon	1	9	Castro is among those experienced golfers plagued by an inexplicable phenomenon known as the yips .	10
Measure	0	0	Measure 92 in Oregon and Proposition 105 in Colorado call for labeling food so that purchasers know whether they are buying products that contain materials that have been genetically engineered or modified .	0
mention	0	0	Other times , they 'll mention a court date or ask for help finding an immigration attorney .	5
sweet	0	0	LOS ANGELES -- Seventy feet below Wilshire Boulevard , catercorner from the Los Angeles County Museum of Art 's street-lamp installation , fresh air roaring from giant ventilation pipes dulled the sickly sweet smell of petroleum .	32
encompassing	1	9	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	32
declared	1	4	`` We are a people who declared that we are all created equal -- and the love we commit to one another must be equal as well , '' he said in a statement .	6
rolls	0	0	One would require all grain servings to be rich in whole grains -- or more than 50 percent whole-grain -- affecting such items as pastas , bread , rolls and pizza crusts .	28
seaweed	0	0	Clumps of the brownish seaweed known as sargassum have long washed up on Caribbean coastlines , but researchers say the algae blooms have exploded in extent and frequency in recent years .	4
store	0	0	Fifty-four years ago , the eight college students and one civil rights organizer were convicted of trespassing and protesting at McCrory variety store in Rock Hill .	22
demonstrators	1	8	In late April , the then-26-year-old shot his Fuji X-T1 over and over again as demonstrators took to the streets to protest the death of Freddie Gray , who suffered a fatal injury in police custody .	15
dig	0	0	Officials had anticipated encountering a substantial cache : The dig is near the La Brea Tar Pits and features a sandy matrix with naturally occurring asphalt -- a fossil haven .	9
extracts	1	5	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	24
aggravating	1	9	Aggravating factors were anything that could support a death sentence , while mitigating factors would argue for life imprisonment instead .	0
sweat	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	24
laying	0	0	`` I am not interested in laying blame .	6
barred	1	7	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	3
landscapes	1	3	Nudged by local governments worried about water shortages , home builders and homeowners associations are showing increased willingness to embrace the drought-tolerant landscapes that more naturally suit California .	22
niece	0	0	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	15
consulted	1	5	As chief nurse for the Pershing County School District 's 600 students , Pontius consulted the Centers for Disease Control and Prevention and the American Academy of Pediatrics .	14
tragedy	1	4	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''	13
chose	0	0	Only two of the 10 men tried were convicted , but the officials chose not to clear up confusion caused by inaccurate media reporting in April -- probably to gain political mileage for acting decisively against Malala 's attackers .	13
respite	1	6	Thinking of being in the sky brought the 17-year-old some respite .	10
YouTube	0	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	25
argue	0	0	Republicans argue that the changes are needed to combat voter fraud .	1
leaving	0	0	The machines spent a good deal of time on the sidelines , leaving humans to do the most hazardous work .	12
point	0	0	Most of us have experienced writer 's block at some point , sitting down to write , paint or compose only to find we ca n't get the creative juices flowing .	10
superstar	1	3	A few superstar professors pull in upward of 10,000 students around the globe into free , or nearly free , courses .	2
happen	0	0	The study looks in detail at what will happen by 2065 , but the actual tipping point comes in 2055 .	8
trickier	0	0	Second inaugural speeches tend to be trickier for politicians than the first , where the formula often is to highlight an agenda heading into office .	6
ecologist	1	3	`` Snakebites , '' said lead author Luis Fernando Chaves , an ecologist at the Nagasaki University Institute of Tropical Medicine in Japan , `` do n't get the attention they deserve , even though they are a major problem . ''	12
subdivision	1	6	The developer is building the first major subdivision in decades in the slow-growth university town of Davis , Calif. .	7
exceeding	1	7	The city 's complaint hotline is on pace for a record year of rat calls , exceeding the more than 24,000 over each of the last two years .	16
Class	0	0	An economics and personal-finance class is now a required course for those who want a high school diploma in Virginia , and the Class of 2015 was the first that needed the course to graduate .	23
eradication	1	9	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	11
inequity	0	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	4
final	0	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	27
gentler	1	5	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	32
buying	0	0	What she did n't realize was that he was buying virtual gems -- with real money -- to build his dragon park as part of the game .	9
Lately	0	0	Lately , the women are striking back .	0
suits	0	0	In the balconies , `` gamescasters '' in dark suits and bright ties are breathlessly narrating and analyzing the plays to tens of thousands of fans who are watching via a live video stream .	9
supporting	0	0	`` There are things Japan can do , '' the Mainichi Shimbun , a left-leaning Japanese paper , wrote in an editorial on Tuesday , adding that Tokyo could be more actively supporting the countries that are taking in Syrian refugees , especially Turkey and Jordan .	32
communities	1	3	Castañeda , who grew up in Delano , California , thought students in rural communities should have access to the same opportunities as those in more affluent areas .	14
battled	0	0	With a new army of workers , the latest in steam-powered machinery and an intense focus on keeping workers healthy , the Americans battled through the muddy ground , digging deep and constructing gigantic concrete locks to raise and lower ships as they went through the canal .	23
probably	0	0	If you think it can be done , then it can probably be done . ''	11
compromise	1	5	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	15
revolutionize	1	8	On this sun-blasted tract of sand 14 miles south of Baker , Calif. , molecular biologist and -LSB- entrepreneur -RSB- -LRB- https://www.newsela.com/?tag=entrepreneur -RRB- J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life .	34
wartime	1	3	All three are now transferring their wartime skills to classrooms as teachers .	6
televised	1	6	`` We think we 've got a great case to make , '' the Humane Society 's chief executive , Wayne Pacelle , said in a heated televised debate Oct. 14 .	27
issued	1	3	The plane maker issued a statement Saturday afternoon , saying it `` extends its concern for the safety '' of those aboard the downed aircraft .	3
travel	0	0	By cutting the time required to travel around the southern tip of South America , trips between the Atlantic and Pacific oceans could be faster .	6
showcasing	1	3	Copeland , 32 , has become one of America 's most famous female athletes , revered for her unlikely ascendance in an arts world notorious for showcasing only lithe white ballerinas .	26
purchases	1	3	`` You can not charge consumers for purchases they did not authorize , '' said Edith Ramirez , the commission chairwoman .	7
willingness	1	6	Nudged by local governments worried about water shortages , home builders and homeowners associations are showing increased willingness to embrace the drought-tolerant landscapes that more naturally suit California .	17
circle	0	0	CHICAGO -- As the mellow sounds of soul music played , Willie Bailey grabbed his 7-year-old daughter 's hand and twirled her in a circle .	24
rapper	0	0	Soon enough , Rihanna and rapper King Los reposted a few of his snaps .	5
replaced	0	0	The youngsters , their baby fluff half replaced by feathers , looked tatty and nervous .	7
adolescent	1	6	`` This is the 21st century and they need to get with it , '' said Strasburger , a University of New Mexico adolescent medicine specialist .	23
wiping	0	0	We are wiping the slate clean .	2
smiled	0	0	As his 10-year-old son , Wesley , bombed down a snow-packed hill Monday afternoon , Russell Pope smiled .	17
attacks	0	0	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	25
outstripped	1	8	They 're young workers like Tyrel Wellmaker , a high school graduate who left the Army for a low-skill petroleum job , albeit one with a salary that outstripped even those of positions that require college educations .	28
deciding	0	0	But a newly codified rule book , administration officials said , would hold U.S. authorities to a tougher standard when deciding whom to kill , where , and under what circumstances .	20
dots	0	0	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	22
style	0	0	Bagu 's husband called EcoSolutions , a company with a `` Ghostbusters '' - style relocation service .	14
learning	0	0	In a pre-calculus class at John Champe High School in Loudoun County , Virginia , juniors and seniors are learning abstract mathematical concepts .	19
poodle	0	0	`` We can re-create the Martians in a P-4 spacesuit lab , if necessary , '' the 67-year-old says matter-of-factly as he relaxes with his poodle , Darwin , in a luxury camper .	25
taboo	1	6	`` We took it upon ourselves to really promote the sport at a time when it was a big time taboo ... when there was a self-imposed censorship on women 's sports . ''	20
passengers	0	0	On Saturday , Asiana Flight 214 from Seoul , South Korea , crashed after touching down on Runway 28 , killing at least two passengers and injuring dozens of others .	24
Nature	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	31
responsible	1	4	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	2
purposeful	1	3	`` We found that Neanderthals did not just throw their stuff everywhere but in fact were organized and purposeful when it came to domestic space , '' Riel-Salvatore said in a prepared statement .	18
imprisonment	1	5	It was widely reported all 10 had been convicted by an anti-terrorist court in Malala 's native Swat and sentenced to life imprisonment or 25 years .	22
borderlands	1	8	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	18
sells	0	0	But he was back in Lexington this month to open a show of his work at Mulberry &amp; Lime , a downtown home furnishings and gift shop that also sells work by local artists .	29
society	0	0	There is also a call to reexamine a quieter but just as contentious aspect of the Civil War in American society -- how the history of the war , so central to our nation 's understanding of itself , is presented in public school classrooms and textbooks .	20
