WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
astounding	1	9	Gray , an A-B student in high school who had served in leadership roles and started his own nonprofit company , had astounding success .	22
dryers	0	0	Few offer regular access to pediatricians and mental health counselors , or make washers and dryers available to families desperate to get clean .	15
taxpaying	1	3	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	18
Jumping	0	0	The passage is , of course , the literary skeleton of what down-on-his-luck Samuel Clemens would transform into literary gold , a wildly improbable story originally called Jim Smiley and His Jumping Frog , '' which introduced much of the 19th-century world to Mark Twain .	31
Gold	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	25
Black	0	0	THREE RIVERS , Calif. -- Black bears are a cherished part of the community here , a woodsy gateway town that funnels tourists to Sequoia and Kings Canyon national parks , where the first question many visitors ask of rangers is `` Where can I see a bear ? ''	5
whole	0	0	Techniques ranging from whole genome sequencing to the ability to create artificial DNA labels that indicate points of origin are surprisingly affordable now , and have led to novel global collaborations and inventions .	3
passing	0	0	The mayor 's decision to home in on one of Chicago 's most intractable problems meant he made only passing reference to another : crumbling finances that have left the city 's credit rated as `` junk '' and its pension funds woefully unfunded .	19
entrepreneurs	1	7	She said the money will help build more than a dozen schools , rehabilitate hundreds of facilities and provide training and scholarships to help Pakistani girls `` fulfill their promise '' to become the next generation of doctors , teachers and entrepreneurs .	41
similarities	1	6	`` I realized we had a lot of similarities , '' said Banks , 17 , who said his father is involved in a gang and his mother jobless .	8
journeyed	1	6	Cleverly crafted by a Missouri transplant who journeyed west with visions of making his fortune in the gold fields of California , the story gave Clemens the strike he was looking for , but in a guise he 'd never imagined .	7
elements	1	3	The periodic table is about to get a little bit longer , thanks to the addition of four super-heavy elements .	19
marveled	1	6	Ray Yurkewycz perched on the rim of the Northwest 's most restless volcano and marveled at the primordial forces at work .	14
shattering	1	7	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	16
formed	0	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	8
creates	0	0	Speech that creates ethnic divisions has been outlawed .	2
calculations	1	7	But lose a leg , as Zac Vawter did after a motorcycle accident in 2009 , and you will appreciate the myriad calculations that go into putting one foot in front of the other .	22
suffering	1	3	Educators are seeing more and more students suffering from depression , anxiety and social phobia .	7
drain	1	3	It is part of what Iraqi officials describe as a new `` brain drain '' as young graduates seize what they perceive as a rare opportunity to leave a country wracked by violence .	13
momentum	1	8	Even as the children 's `` Bring Rodrigo Home '' campaign built momentum , it became clear that things would not move fast .	12
messages	0	0	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	16
Actually	0	0	`` Dropped another prospect this AM due to his social media presence ... Actually glad I got to see the ` real ' person before we offered him , '' Hand tweeted .	13
conspiracy	1	5	Russian officials have sought to discredit the report by a commission from the World Anti-Doping Agency , saying it failed to prove its main points and suggested the existence of an anti-Russian conspiracy .	32
whisked	1	6	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	9
richer	0	0	Their gnawing and nesting promotes richer soil and slows down water , improving imperiled fish habitat .	5
hoverboards	0	0	Airlines have banned hoverboards until they can figure out what 's going on .	3
sucked	0	0	Fully pursue his dream to become an entrepreneur and literacy advocate for young people of color , to stop them from being sucked down the intoxicating pipeline that entrapped him .	22
rising	0	0	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	31
regulations	1	6	The nutritionists are worried about three regulations .	6
thinks	0	0	The International Monetary Fund certainly thinks so , according to a new report in which it argues Greece should get help .	5
bankrolled	0	0	Opponents led by a group called Save Maine 's Bear Hunt say the Humane Society 's involvement shows that this is a fight being bankrolled by outside lobby groups with a broader agenda of ending sport hunting nationwide .	24
extends	1	4	The plane maker issued a statement Saturday afternoon , saying it `` extends its concern for the safety '' of those aboard the downed aircraft .	12
targets	0	0	As more and more medical devices and hospital equipment become connected to the Internet or networks , they may become lucrative targets for criminals or hackers trying either to harm the users or make points about their own technological skills .	21
co-authored	0	0	The study , co-authored by California Institute of Technology planetary scientist Konstantin Batygin and University of California , Santa Cruz , astrophysicist Greg Laughlin , appeared in the March 23 Proceedings of the National Academy of Sciences .	3
driven	1	3	When it comes to money , though , they act as one : They 're holding tight to their cash , driven more by a fear of losing what they have than a desire to add to it .	21
screams	0	0	Some of the roughly 150 passengers on the early morning Metro-North train from Poughkeepsie to Manhattan were jolted from sleep around 7:20 a.m. to screams and the frightening sensation of their compartment rolling over on a bend in the Bronx where the Hudson and Harlem rivers meet .	24
starter	0	0	The fire starter bracelet looks like many other woven bracelets being sold online to outdoor enthusiasts .	2
autism	0	0	A third of her 60 students are on the autism spectrum .	9
hunts	0	0	So after school , he logs onto his computer and hunts for challenges .	10
harbingers	1	9	Owls are reviled in many parts of Africa as harbingers of death .	9
shelters	0	0	If the city 's plan succeeds , the homeless will head to shelters where they can connect with social services .	12
gray	0	0	In the spring of 2010 , a lone gray whale was spotted off the Mediterranean coast of Israel , an event that sparked international interest for an important reason : It was the first North Atlantic sighting of a gray whale , a species nowadays restricted to the Pacific Ocean , in about 200 years .	39
unprecedented	1	9	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	7
brighter	1	3	For many , the class is a chance at a brighter future .	10
missed	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	32
brotherhood	0	0	He also referred to `` the sons of former slaves and the sons of former slave owners , '' saying he dreamed they would `` meet at the table of brotherhood . ''	30
jail	0	0	Inspired by their courage , demonstrators across the South adopted their `` jail not bail '' tactic and filled jail cells .	12
threatened	0	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	34
helping	0	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	11
proportion	1	8	The proportion of fourth-grade students reading proficiently last year ranged from 21 percent in New Mexico and Mississippi to 57 percent in Massachusetts .	1
economies	1	4	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	10
hopes	0	0	OROSI , Calif. -- Emilio Isazaga says he hopes education will get himself and his family `` out of the struggle . ''	8
someone	0	0	`` I thought it was a mistake , that someone had stolen my credit card , '' said Nussbaum , a mother of two children in Westerville , Ohio .	9
responsibility	1	4	-LRB- Felipe -RRB- is mature , well-prepared and has the sense of responsibility necessary to become head of state and launch a new stage of hope , '' Juan Carlos said .	12
slung	1	3	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	31
less	0	0	Emanuel 's decision to draw attention to a single issue is less conventional .	11
valid	1	4	Apple told her the charges were valid purchases from the game DragonVale .	6
promise	0	0	WASHINGTON -- Eyeing the end of his presidency , Barack Obama urged Americans Tuesday night to rekindle their belief in the promise of change that first carried him to the White House , declaring that the country must not allow election-year fear and division to put economic and security progress at risk .	21
crossing	0	0	Tens of thousands of children were crossing illegally without their parents .	6
calories	1	7	Addressing a health summit in Washington , the first lady said home-cooked meals have less fat , sodium , cholesterol and calories than meals prepared in restaurants -- and save money , too .	21
clock	0	0	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	15
chocolate	0	0	`` There was this big , giant tub of chocolate in the factory '' that was used in Milka candy bars , Prochnik said .	9
assault	1	3	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	29
bind	1	4	It 's not drugs or alcohol or even baby formula that has put her in such a bind .	17
Star	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	13
speaks	0	0	That the campaign hired her speaks to the growing influence of the immigrant youth movement she helped lead , as well as the distinct demographics of Latino voters .	5
failed	0	0	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	11
girly	0	0	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	32
central	0	0	On some days in this isolated central Nevada town , she 'd actually sift through the hair of students found with live head lice .	6
toes	0	0	Still , theme-park restaurants are just dipping their toes into the water compared with other restaurants .	8
hand	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	28
smog	1	3	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	34
intervene	1	6	They met with Rep. Barbara Lee , a Democrat from California , to ask whether she could intervene .	17
discriminates	1	7	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	3
separated	1	5	Philae separated from the Rosetta orbiter at 3:35 a.m. EST Wednesday , after a decade of being attached to the spacecraft .	1
founder	1	3	`` It 's like they had to make a mental readjustment , '' said Brumfield , founder of the non-profit Girls Rule !	16
extinct	1	3	Ongoing excavation of a collapsed rock shelter that was used by Neanderthals suggests that our extinct human relatives organized their living spaces according to tasks , researchers say .	15
Attorney	0	0	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	0
inaccurate	1	7	Only two of the 10 men tried were convicted , but the officials chose not to clear up confusion caused by inaccurate media reporting in April -- probably to gain political mileage for acting decisively against Malala 's attackers .	21
508-meter-tall	0	0	They are not the fastest in the world -- Taiwan 's Taipei 101 skyscraper elevators race to the top of that 508-meter-tall -LRB- 1,667 feet -RRB- tower at up to about 60 kilometers per hour -LRB- 37.2 miles per hour -RRB- -- but they are still a full 25 percent faster than the express elevators in the building 's predecessor , the twin towers .	21
scrabbling	1	9	She could hear them scrabbling around and their ominous screeches .	4
changing	0	0	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	33
fine-tuned	1	7	RALEIGH , N.C. -- Before the Rev. Martin Luther King Jr. delivered his famous `` I Have a Dream '' speech to hundreds of thousands of people gathered in Washington , D.C. , in 1963 , he fine-tuned his civil rights message before a much smaller audience in North Carolina .	37
lots	0	0	`` It 's hard out here , '' he says of Cutler-Orosi , adding that many people work as farm laborers and there are lots of gangs .	24
crack	0	0	PRIVAS , France -- Jean-Marie Chauvet noticed air whistling out from a crack on a plateau in southern France , so he and fellow cave enthusiasts went to investigate .	12
prematurely	1	9	The pups , hungry , struck out prematurely that winter .	7
sort	0	0	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	3
activist	0	0	W.T. `` Dub '' Massey and seven other students at Rock Hill 's Friendship Junior College -- Willie McCleod , Robert McCullough , Clarence Graham , James Wells , David Williamson Jr. , John Gaines and Mack Workman -- were encouraged to violate the town 's Jim Crow laws by Thomas Gaither , who came to town as an activist with the Congress of Racial Equality .	59
stores	0	0	The chain of home-improvement stores employs 35,000 veterans , around 10 percent of its workforce , and has committed to hire about 55,000 vets over the next five years .	4
park	0	0	Nora Prentice , who lives on Manhattan 's Upper West Side , has repeatedly complained to the city about a colony of about 200 rats in a neighborhood park .	28
vanish	1	7	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	38
mind	0	0	Evans was thinking about how good she wanted to feel when she got back on it , how the success she tasted in her rookie season as a bobsled pusher still sent chills of excitement through her mind .	37
offices	0	0	BEIJING -- Nearly every day in China , women go to work in smoke-filled offices , exposed to the fumes of cigarettes smoked mainly by male colleagues .	14
first-time	0	0	One had a child who experienced a first-time food allergy .	7
yawns	0	0	Even dogs do it : They yawn when someone near them yawns .	11
wow	0	0	The murmurs from onlookers -- `` nice '' and `` wow '' -- swell after each dazzling play .	10
commerce	1	8	A number of businesses opened late or closed early , but in many parts of the city , commerce continued as usual .	18
erosion	1	5	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	36
Tar	0	0	Officials had anticipated encountering a substantial cache : The dig is near the La Brea Tar Pits and features a sandy matrix with naturally occurring asphalt -- a fossil haven .	15
consist	1	4	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	2
jurors	0	0	The jurors were told to consider two sets of factors when considering the sentence .	1
lands	0	0	So , too , is a movement among Native Americans across the nation to improve their health by rediscovering ancestral foods and connections to lands once lost .	24
ironic	1	5	So it 's perhaps ironic that Germany is now among the countries resisting Greece 's requests for debt relief .	4
professionally	1	6	Argyilan is driven professionally and emotionally to try to help explain this curious occurrence .	3
lived	0	0	`` If I come across someone in need , I 'm not going to just leave them there , '' said Milinovitch , who has lived in Arivaca since 1980 .	25
storm-tossed	1	6	Months ago , many warned him not to invest in a place where fair-weather tourists flee in the fall and the big lake 's waters turn cold and storm-tossed , forcing the 100 or so hardy full-time residents of Cornucopia to hibernate for the winter .	28
enemy	0	0	WASHINGTON -- One trained soldiers to use Stinger missiles to shoot down enemy jets and helicopters .	12
hey	0	0	`` But hey , I can live with that . ''	2
integrity	1	9	The NFL delivered that message in a resounding way Monday , suspending the New England Patriots star without pay for the first four games of next season for `` conduct detrimental to the integrity of the NFL . ''	33
ranged	1	5	Their answers ranged from 16 to 200 years old .	2
taurine	1	3	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	12
spaces	0	0	Ongoing excavation of a collapsed rock shelter that was used by Neanderthals suggests that our extinct human relatives organized their living spaces according to tasks , researchers say .	21
consequences	1	9	The recommendations are bound to prompt eye-rolling and LOLs from many teens but an influential pediatricians group says parents need to know that unrestricted media use can have serious consequences .	29
heart	0	0	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	28
terse	1	7	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	26
border	0	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	27
extension	1	3	Major construction on the highly anticipated Westside subway extension wo n't begin until next year , but an exploratory shaft dug at the corner of Ogden Drive to assess soil conditions for future stations and tunnels has burped up a bonanza of prehistoric swag .	8
surpassing	1	7	Surveys show that uncomfortable seats and shrinking legroom have become the top gripes of travelers , surpassing ticket prices and security lines .	16
rubbly	1	5	`` It 's cascading down into this valley now , '' Yurkewycz said , pointing out a tongue of ice flowing over a rise and into a rubbly ravine .	27
honor	0	0	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	32
survive	0	0	She is one of many experts who have combed the terrain for clues on the origin of these potentially dangerous holes , which are about a foot in diameter and seem to survive for less than a day before filling in naturally with sand .	32
percentage	1	9	Reading proficiency remained level in Connecticut , which had the highest percentage of fourth-graders reading proficiently in 2003 , and in Montana .	11
provided	0	0	According to figures provided to The Associated Press , youth membership for the fiscal year ending Sept. 30 was 1.88 million , down nearly 6.2 percent from 2014 , and adult membership was 784,120 , down 3.1 percent .	3
prosthetic	1	6	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	21
froze	0	0	Then Lake Superior did something it had n't done to this degree in decades : It froze .	16
know	0	0	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	12
mouses	0	0	They are sitting on ergonomic swivel chairs in front of computer screens and tapping away at keyboards and mouses as they try to kill rival factions on the military sci-fi strategy game StarCraft .	18
suit	0	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	26
visiting	0	0	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	35
Owls	0	0	Owls are reviled in many parts of Africa as harbingers of death .	0
losses	0	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	26
joke	0	0	But this karate grandma is no joke .	6
Science	0	0	The findings , described in the journal Science Advances , reveals another complexity of the effects of climate change -- both the effects it has on animal populations and the way it affects human disease , in the context of socioeconomic disparities .	7
geological	1	5	`` We 're seeing what appears to be a new geological phenomenon , '' she said .	10
helmet	0	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	22
footage	1	4	The photos and footage showed various women driving on busy streets in the capital Riyadh .	3
unannounced	1	7	That showed just how far Evans had traveled in a year , because only top-ranked athletes in Olympic sports are in the pool for unannounced , out-of-competition controls .	24
bid	1	4	But nonetheless , the 24-year-old civil engineer from Baghdad plans to fly to Turkey next week in order to join the surge of migrants and refugees making a bid for a better life in Europe .	28
Braille	0	0	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	50
Opponents	0	0	Opponents led by a group called Save Maine 's Bear Hunt say the Humane Society 's involvement shows that this is a fight being bankrolled by outside lobby groups with a broader agenda of ending sport hunting nationwide .	0
sectionalism	1	9	And when it comes to the Civil War , children are supposed to learn that the conflict was caused by `` sectionalism , states ' rights and slavery '' -- written deliberately in that order to telegraph slavery 's secondary role in driving the conflict , according to some members of the State Board of Education .	21
stems	1	3	The speedy procedure more than 1,500 miles from the border stems from a huge influx of children fleeing violence and poverty in Central America .	10
obtained	1	4	A Peruvian immigrant who lived in the United States without legal status until three years ago , when she obtained a green card through marriage , Praeli hopes to obtain citizenship in time to vote in the election that she is helping shape .	19
seed	0	0	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	17
lawyers	0	0	Tuesday 's landmark ruling extended the restriction to federal courts in California and courts in eight other Western states , lawyers said .	20
necessarily	1	3	Government officials promise to give the children their day in court , but immigration advocates fear that even though justice may be swift , it will not necessarily be fair .	27
coffee	0	0	They are designed and decorated to the owner 's -- or steward 's -- taste , and stand on lawns , in parks and gardens , even in coffee shops where passers-by of all ages can `` take a book , leave a book . ''	28
junior	1	3	Dressed in a red uniform in a Lenexa , Kansas , martial arts studio , Helen Dugan puts an opponent 73 years her junior in a choke hold , then throws him to the mat .	23
surface	0	0	The Rosetta probe overcame several potential pitfalls to land on the comet 's surface .	13
address	1	4	`` It is part civil rights address .	6
liked	0	0	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	7
iconic	0	0	`` The goal is to create an evocative space , with a few iconic pieces , almost like religious relics . ''	13
symbiotic	1	9	Most coral reefs in temperate climates can withstand temperatures only as high as 29 degrees Celsius -LRB- 84 degrees Fahrenheit -RRB- before they bleach -- a process in which corals expel their symbiotic algae living in their tissue , causing them to turn white and increasing their vulnerability to disease and death .	32
amber	1	3	LOS ANGELES -- The amber lights flicker on above the tennis courts at DeForest Park in Long Beach .	4
spectrum	0	0	A third of her 60 students are on the autism spectrum .	10
defender	1	3	Two other quarrels diverted planes last week , including a United Airlines flight that was grounded when a passenger installed a plastic device known as a Knee Defender to prevent the flier in front from reclining .	27
expel	1	3	Most coral reefs in temperate climates can withstand temperatures only as high as 29 degrees Celsius -LRB- 84 degrees Fahrenheit -RRB- before they bleach -- a process in which corals expel their symbiotic algae living in their tissue , causing them to turn white and increasing their vulnerability to disease and death .	30
dominate	1	5	That issue will dominate much of Emanuel 's time in the coming weeks , as he works to persuade state lawmakers in Springfield to grant the city pension relief and a Chicago-owned casino to help stabilize the city 's finances .	3
coalitions	1	6	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	10
assistants	0	0	But others perceive the courses as a dangerous fad that will shrink faculties , turn existing professors into glorified teaching assistants and replace meaningful classroom discussion with message boards and student-led forums .	20
cherished	1	9	THREE RIVERS , Calif. -- Black bears are a cherished part of the community here , a woodsy gateway town that funnels tourists to Sequoia and Kings Canyon national parks , where the first question many visitors ask of rangers is `` Where can I see a bear ? ''	9
superintendent	1	3	When Superintendent Tiffany Anderson arrived here 3 1/2 years ago , she was determined to clear the barriers that so often keep poor kids from learning .	1
Little	0	0	CHICAGO -- There 's only one thing that comes between the grade school kids hopping off the afternoon bus near Eve Pulver-Johnson 's Aurora , Ill. , house and their after-school snacks -- the Little Free Library on her family 's front lawn .	34
unconscious	1	8	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	8
applied	0	0	So precious was that newfound freedom that on Nov. 24 he applied for asylum in the United States , joining a surge of Iraqis seeking asylum since the extremist Islamic State group 's rise .	11
deliberately	1	6	As an added challenge , DARPA will deliberately degrade communication links between robots and operators for each team as it competes in order to create a scenario closer to the one responders experienced in Fukushima .	7
owl	0	0	It was an owl .	3
segway	1	3	The bow-shaped board , which does n't really `` hover '' but is instead more akin to a cross between a skateboard and a Segway , flamed and popped angrily .	24
heard	0	0	Has she heard that grizzlies -- a larger , stronger and more dangerous cousin of black bears -- might be transplanted to California where they have n't been seen for nine decades ?	2
instituted	1	7	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	16
implicitly	1	7	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	6
attracts	0	0	Investigators have used ground-penetrating radar and specialized GPS devices to peek below the landscape , but no one is entirely certain why the holes form along the surface of this landmark , which attracts thousands of visitors each year .	33
torrent	1	8	Now , as a torrent of refugees flows out of the Middle East and into Europe , many people are wondering why rich Gulf nations and the United States are not doing more to help .	4
emergency	1	3	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	2
home-improvement	1	6	The chain of home-improvement stores employs 35,000 veterans , around 10 percent of its workforce , and has committed to hire about 55,000 vets over the next five years .	3
neighboring	1	3	The overnight assault marked the expansion of the U.S.-led air campaign from Iraq to neighboring Syria , signaling a significant escalation in the conflict .	14
occupation	1	5	The veterans ' hands , which once wrested France from Nazi occupation , saluted wizened faces .	11
tapering	1	7	`` The volunteers keep us company , '' she said with a smile , her voice tapering off .	16
face	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	45
collection	0	0	Although NOAA scientists had been doing active research on the collection , the thousands of flammable Styrofoam boxes -- piled 20 feet high and filled with ethanol for preservation -- were a huge fire hazard .	10
supermodel	1	4	Tom Brady has been an NFL golden boy , with movie-star looks , a supermodel wife , four Super Bowl championship rings , and a regular-guy-makes-good back story -- he went from being a sixth-round draft pick to one of the greatest quarterbacks in league history .	14
syrup	0	0	Far from access to natural maple syrup , wild rice and game , the residents at Little Earth of United Tribes -- a south Minneapolis low-income housing complex -- are finding new old ways to grow crops that existed long before European settlers arrived .	6
motives	1	3	Instead , he spoke of a `` new model of major country cooperation , '' saying U.S.-China relations must hinge on trust and a positive notion of each other 's motives .	30
stellar	1	6	`` Although tragic , commercial air transportation has had a stellar safety record -- something like 40 times safer than driving , '' he said .	10
used	0	0	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	13
Best	0	0	`` The trade-in volume has doubled every year since 2009 , '' Jeff Shelman , a Best Buy spokesman , wrote in an email .	16
soothing	1	7	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	19
eliminate	1	5	Tools to analyze DNA in food items may soon help eliminate these problems .	10
fore	1	4	`` Today , a younger generation deserves to come to the fore , one with new energy , willing to tackle with determination the transformations and reforms that the current situation demands , '' he said .	11
spices	0	0	She breathes in the heady smell of Somali spices , halal meat and the bread she has loved since growing up in a nearby public housing project .	8
poisonings	1	4	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	26
engagement	1	8	That engagement extended far beyond what can be measured in pounds or body mass index .	1
step	0	0	`` It 's a major step for them , '' said Dan Sarto , co-founder and publisher of Animation World Network .	5
shattered	0	0	`` I was raised on how to sell myself , which buttons to press , which phrases to drop , '' she added , until one day `` everything just shattered . ''	30
Officer	0	0	The shooting April 4 was captured on video by a bystander , showing Officer Michael Slager firing eight times as 50-year-old Walter Scott ran away , inflaming a national debate about how black people are treated by white police officers .	13
best-selling	0	0	She has authored a best-selling memoir , was featured this year on the cover of Time magazine 's `` 100 Most Influential People , '' and has starred in a viral Under Armour ad , twirling amid the reading of a rejection letter declaring she has `` the wrong body for ballet . ''	4
seize	1	3	It is part of what Iraqi officials describe as a new `` brain drain '' as young graduates seize what they perceive as a rare opportunity to leave a country wracked by violence .	18
dwindled	1	6	Once numbering in the millions , Africa 's elephant population has dwindled to 500,000 or less , said Dan Ashe , the director of the U.S. Fish and Wildlife Service .	11
outbursts	1	9	`` There 's to be no outbursts upon the reading of the verdict or afterwards , '' Judge Debra S. Nelson warned the packed courtroom in Seminole County awaiting the verdict from the jury of six women who began deliberating on Friday and worked a 13-hour day Saturday .	6
non-fossilized	1	5	For Scott , the most exciting finds have been a rock embedded with what appears to be part of a sea lion 's mouth -LRB- perhaps 2 million years old -RRB- and a non-fossilized 10-foot limb from a digger pine tree that would look right at home today in Central California woodlands .	33
